States,Cancer Sites,Age Groups,Sex,Sex Code,Year,Count
Alabama,Tongue,45-49 years,Male,M,2009,19
Alabama,Tongue,50-54 years,Male,M,2002,20
Alabama,Tongue,50-54 years,Male,M,2003,16
Alabama,Tongue,50-54 years,Male,M,2005,20
Alabama,Tongue,50-54 years,Male,M,2007,21
Alabama,Tongue,50-54 years,Male,M,2008,17
Alabama,Tongue,50-54 years,Male,M,2009,21
Alabama,Tongue,50-54 years,Male,M,2010,19
Alabama,Tongue,50-54 years,Male,M,2011,17
Alabama,Tongue,50-54 years,Male,M,2012,20
Alabama,Tongue,50-54 years,Male,M,2014,22
Alabama,Tongue,50-54 years,Male,M,2015,18
Alabama,Tongue,55-59 years,Male,M,2004,20
Alabama,Tongue,55-59 years,Male,M,2005,23
Alabama,Tongue,55-59 years,Male,M,2006,26
Alabama,Tongue,55-59 years,Male,M,2007,26
Alabama,Tongue,55-59 years,Male,M,2008,23
Alabama,Tongue,55-59 years,Male,M,2009,23
Alabama,Tongue,55-59 years,Male,M,2010,21
Alabama,Tongue,55-59 years,Male,M,2011,18
Alabama,Tongue,55-59 years,Male,M,2012,21
Alabama,Tongue,55-59 years,Male,M,2013,23
Alabama,Tongue,55-59 years,Male,M,2014,23
Alabama,Tongue,55-59 years,Male,M,2015,30
Alabama,Tongue,60-64 years ,Male,M,2005,16
Alabama,Tongue,60-64 years ,Male,M,2006,18
Alabama,Tongue,60-64 years ,Male,M,2007,17
Alabama,Tongue,60-64 years ,Male,M,2008,17
Alabama,Tongue,60-64 years ,Male,M,2009,30
Alabama,Tongue,60-64 years ,Male,M,2010,23
Alabama,Tongue,60-64 years ,Male,M,2011,19
Alabama,Tongue,60-64 years ,Male,M,2012,27
Alabama,Tongue,60-64 years ,Male,M,2013,27
Alabama,Tongue,60-64 years ,Male,M,2014,31
Alabama,Tongue,60-64 years ,Male,M,2015,27
Alabama,Liver,45-49 years,Male,M,2004,19
Alabama,Liver,45-49 years,Male,M,2005,18
Alabama,Liver,50-54 years,Male,M,2002,22
Alabama,Liver,50-54 years,Male,M,2003,18
Alabama,Liver,50-54 years,Male,M,2004,21
Alabama,Liver,50-54 years,Male,M,2005,22
Alabama,Liver,50-54 years,Male,M,2006,31
Alabama,Liver,50-54 years,Male,M,2007,33
Alabama,Liver,50-54 years,Male,M,2008,27
Alabama,Liver,50-54 years,Male,M,2009,34
Alabama,Liver,50-54 years,Male,M,2010,37
Alabama,Liver,50-54 years,Male,M,2011,42
Alabama,Liver,50-54 years,Male,M,2012,28
Alabama,Liver,50-54 years,Male,M,2013,41
Alabama,Liver,50-54 years,Male,M,2014,28
Alabama,Liver,50-54 years,Male,M,2015,31
Alabama,Liver,55-59 years,Female,F,2013,18
Alabama,Liver,55-59 years,Male,M,2000,18
Alabama,Liver,55-59 years,Male,M,2002,17
Alabama,Liver,55-59 years,Male,M,2004,21
Alabama,Liver,55-59 years,Male,M,2005,26
Alabama,Liver,55-59 years,Male,M,2006,32
Alabama,Liver,55-59 years,Male,M,2007,30
Alabama,Liver,55-59 years,Male,M,2008,37
Alabama,Liver,55-59 years,Male,M,2009,47
Alabama,Liver,55-59 years,Male,M,2010,40
Alabama,Liver,55-59 years,Male,M,2011,55
Alabama,Liver,55-59 years,Male,M,2012,66
Alabama,Liver,55-59 years,Male,M,2013,70
Alabama,Liver,55-59 years,Male,M,2014,61
Alabama,Liver,55-59 years,Male,M,2015,50
Alabama,Liver,60-64 years ,Female,F,2013,19
Alabama,Liver,60-64 years ,Male,M,2001,17
Alabama,Liver,60-64 years ,Male,M,2003,17
Alabama,Liver,60-64 years ,Male,M,2004,21
Alabama,Liver,60-64 years ,Male,M,2005,21
Alabama,Liver,60-64 years ,Male,M,2006,25
Alabama,Liver,60-64 years ,Male,M,2007,24
Alabama,Liver,60-64 years ,Male,M,2008,32
Alabama,Liver,60-64 years ,Male,M,2009,31
Alabama,Liver,60-64 years ,Male,M,2010,45
Alabama,Liver,60-64 years ,Male,M,2011,41
Alabama,Liver,60-64 years ,Male,M,2012,64
Alabama,Liver,60-64 years ,Male,M,2013,66
Alabama,Liver,60-64 years ,Male,M,2014,76
Alabama,Liver,60-64 years ,Male,M,2015,75
Alabama,Lung and Bronchus,35-39 years,Male,M,2000,16
Alabama,Lung and Bronchus,40-44 years,Female,F,2000,23
Alabama,Lung and Bronchus,40-44 years,Female,F,2001,31
Alabama,Lung and Bronchus,40-44 years,Female,F,2002,25
Alabama,Lung and Bronchus,40-44 years,Female,F,2003,33
Alabama,Lung and Bronchus,40-44 years,Female,F,2004,33
Alabama,Lung and Bronchus,40-44 years,Female,F,2005,34
Alabama,Lung and Bronchus,40-44 years,Female,F,2006,26
Alabama,Lung and Bronchus,40-44 years,Female,F,2007,38
Alabama,Lung and Bronchus,40-44 years,Female,F,2008,17
Alabama,Lung and Bronchus,40-44 years,Female,F,2009,25
Alabama,Lung and Bronchus,40-44 years,Female,F,2011,30
Alabama,Lung and Bronchus,40-44 years,Female,F,2012,17
Alabama,Lung and Bronchus,40-44 years,Female,F,2013,16
Alabama,Lung and Bronchus,40-44 years,Male,M,2000,42
Alabama,Lung and Bronchus,40-44 years,Male,M,2001,36
Alabama,Lung and Bronchus,40-44 years,Male,M,2002,30
Alabama,Lung and Bronchus,40-44 years,Male,M,2003,40
Alabama,Lung and Bronchus,40-44 years,Male,M,2004,44
Alabama,Lung and Bronchus,40-44 years,Male,M,2005,43
Alabama,Lung and Bronchus,40-44 years,Male,M,2006,31
Alabama,Lung and Bronchus,40-44 years,Male,M,2007,29
Alabama,Lung and Bronchus,40-44 years,Male,M,2008,25
Alabama,Lung and Bronchus,40-44 years,Male,M,2009,19
Alabama,Lung and Bronchus,40-44 years,Male,M,2010,17
Alabama,Lung and Bronchus,40-44 years,Male,M,2011,20
Alabama,Lung and Bronchus,40-44 years,Male,M,2012,21
Alabama,Lung and Bronchus,40-44 years,Male,M,2013,18
Alabama,Lung and Bronchus,45-49 years,Female,F,2000,42
Alabama,Lung and Bronchus,45-49 years,Female,F,2001,43
Alabama,Lung and Bronchus,45-49 years,Female,F,2002,63
Alabama,Lung and Bronchus,45-49 years,Female,F,2003,55
Alabama,Lung and Bronchus,45-49 years,Female,F,2004,61
Alabama,Lung and Bronchus,45-49 years,Female,F,2005,75
Alabama,Lung and Bronchus,45-49 years,Female,F,2006,59
Alabama,Lung and Bronchus,45-49 years,Female,F,2007,78
Alabama,Lung and Bronchus,45-49 years,Female,F,2008,52
Alabama,Lung and Bronchus,45-49 years,Female,F,2009,68
Alabama,Lung and Bronchus,45-49 years,Female,F,2010,55
Alabama,Lung and Bronchus,45-49 years,Female,F,2011,59
Alabama,Lung and Bronchus,45-49 years,Female,F,2012,44
Alabama,Lung and Bronchus,45-49 years,Female,F,2013,51
Alabama,Lung and Bronchus,45-49 years,Female,F,2014,35
Alabama,Lung and Bronchus,45-49 years,Female,F,2015,34
Alabama,Lung and Bronchus,45-49 years,Male,M,2000,89
Alabama,Lung and Bronchus,45-49 years,Male,M,2001,88
Alabama,Lung and Bronchus,45-49 years,Male,M,2002,76
Alabama,Lung and Bronchus,45-49 years,Male,M,2003,69
Alabama,Lung and Bronchus,45-49 years,Male,M,2004,98
Alabama,Lung and Bronchus,45-49 years,Male,M,2005,88
Alabama,Lung and Bronchus,45-49 years,Male,M,2006,87
Alabama,Lung and Bronchus,45-49 years,Male,M,2007,95
Alabama,Lung and Bronchus,45-49 years,Male,M,2008,93
Alabama,Lung and Bronchus,45-49 years,Male,M,2009,75
Alabama,Lung and Bronchus,45-49 years,Male,M,2010,65
Alabama,Lung and Bronchus,45-49 years,Male,M,2011,72
Alabama,Lung and Bronchus,45-49 years,Male,M,2012,52
Alabama,Lung and Bronchus,45-49 years,Male,M,2013,51
Alabama,Lung and Bronchus,45-49 years,Male,M,2014,46
Alabama,Lung and Bronchus,45-49 years,Male,M,2015,42
Alabama,Lung and Bronchus,50-54 years,Female,F,2000,91
Alabama,Lung and Bronchus,50-54 years,Female,F,2001,80
Alabama,Lung and Bronchus,50-54 years,Female,F,2002,83
Alabama,Lung and Bronchus,50-54 years,Female,F,2003,88
Alabama,Lung and Bronchus,50-54 years,Female,F,2004,93
Alabama,Lung and Bronchus,50-54 years,Female,F,2005,112
Alabama,Lung and Bronchus,50-54 years,Female,F,2006,87
Alabama,Lung and Bronchus,50-54 years,Female,F,2007,102
Alabama,Lung and Bronchus,50-54 years,Female,F,2008,113
Alabama,Lung and Bronchus,50-54 years,Female,F,2009,111
Alabama,Lung and Bronchus,50-54 years,Female,F,2010,112
Alabama,Lung and Bronchus,50-54 years,Female,F,2011,133
Alabama,Lung and Bronchus,50-54 years,Female,F,2012,113
Alabama,Lung and Bronchus,50-54 years,Female,F,2013,105
Alabama,Lung and Bronchus,50-54 years,Female,F,2014,108
Alabama,Lung and Bronchus,50-54 years,Female,F,2015,93
Alabama,Lung and Bronchus,50-54 years,Male,M,2000,122
Alabama,Lung and Bronchus,50-54 years,Male,M,2001,156
Alabama,Lung and Bronchus,50-54 years,Male,M,2002,152
Alabama,Lung and Bronchus,50-54 years,Male,M,2003,144
Alabama,Lung and Bronchus,50-54 years,Male,M,2004,153
Alabama,Lung and Bronchus,50-54 years,Male,M,2005,138
Alabama,Lung and Bronchus,50-54 years,Male,M,2006,134
Alabama,Lung and Bronchus,50-54 years,Male,M,2007,147
Alabama,Lung and Bronchus,50-54 years,Male,M,2008,145
Alabama,Lung and Bronchus,50-54 years,Male,M,2009,164
Alabama,Lung and Bronchus,50-54 years,Male,M,2010,167
Alabama,Lung and Bronchus,50-54 years,Male,M,2011,148
Alabama,Lung and Bronchus,50-54 years,Male,M,2012,146
Alabama,Lung and Bronchus,50-54 years,Male,M,2013,149
Alabama,Lung and Bronchus,50-54 years,Male,M,2014,155
Alabama,Lung and Bronchus,50-54 years,Male,M,2015,135
Alabama,Lung and Bronchus,55-59 years,Female,F,2000,120
Alabama,Lung and Bronchus,55-59 years,Female,F,2001,132
Alabama,Lung and Bronchus,55-59 years,Female,F,2002,143
Alabama,Lung and Bronchus,55-59 years,Female,F,2003,151
Alabama,Lung and Bronchus,55-59 years,Female,F,2004,160
Alabama,Lung and Bronchus,55-59 years,Female,F,2005,143
Alabama,Lung and Bronchus,55-59 years,Female,F,2006,148
Alabama,Lung and Bronchus,55-59 years,Female,F,2007,142
Alabama,Lung and Bronchus,55-59 years,Female,F,2008,162
Alabama,Lung and Bronchus,55-59 years,Female,F,2009,155
Alabama,Lung and Bronchus,55-59 years,Female,F,2010,147
Alabama,Lung and Bronchus,55-59 years,Female,F,2011,162
Alabama,Lung and Bronchus,55-59 years,Female,F,2012,166
Alabama,Lung and Bronchus,55-59 years,Female,F,2013,201
Alabama,Lung and Bronchus,55-59 years,Female,F,2014,167
Alabama,Lung and Bronchus,55-59 years,Female,F,2015,207
Alabama,Lung and Bronchus,55-59 years,Male,M,2000,217
Alabama,Lung and Bronchus,55-59 years,Male,M,2001,241
Alabama,Lung and Bronchus,55-59 years,Male,M,2002,235
Alabama,Lung and Bronchus,55-59 years,Male,M,2003,215
Alabama,Lung and Bronchus,55-59 years,Male,M,2004,265
Alabama,Lung and Bronchus,55-59 years,Male,M,2005,234
Alabama,Lung and Bronchus,55-59 years,Male,M,2006,257
Alabama,Lung and Bronchus,55-59 years,Male,M,2007,251
Alabama,Lung and Bronchus,55-59 years,Male,M,2008,285
Alabama,Lung and Bronchus,55-59 years,Male,M,2009,267
Alabama,Lung and Bronchus,55-59 years,Male,M,2010,250
Alabama,Lung and Bronchus,55-59 years,Male,M,2011,237
Alabama,Lung and Bronchus,55-59 years,Male,M,2012,259
Alabama,Lung and Bronchus,55-59 years,Male,M,2013,227
Alabama,Lung and Bronchus,55-59 years,Male,M,2014,272
Alabama,Lung and Bronchus,55-59 years,Male,M,2015,244
Alabama,Lung and Bronchus,60-64 years ,Female,F,2000,187
Alabama,Lung and Bronchus,60-64 years ,Female,F,2001,166
Alabama,Lung and Bronchus,60-64 years ,Female,F,2002,192
Alabama,Lung and Bronchus,60-64 years ,Female,F,2003,172
Alabama,Lung and Bronchus,60-64 years ,Female,F,2004,196
Alabama,Lung and Bronchus,60-64 years ,Female,F,2005,192
Alabama,Lung and Bronchus,60-64 years ,Female,F,2006,218
Alabama,Lung and Bronchus,60-64 years ,Female,F,2007,217
Alabama,Lung and Bronchus,60-64 years ,Female,F,2008,200
Alabama,Lung and Bronchus,60-64 years ,Female,F,2009,225
Alabama,Lung and Bronchus,60-64 years ,Female,F,2010,238
Alabama,Lung and Bronchus,60-64 years ,Female,F,2011,220
Alabama,Lung and Bronchus,60-64 years ,Female,F,2012,243
Alabama,Lung and Bronchus,60-64 years ,Female,F,2013,198
Alabama,Lung and Bronchus,60-64 years ,Female,F,2014,229
Alabama,Lung and Bronchus,60-64 years ,Female,F,2015,234
Alabama,Lung and Bronchus,60-64 years ,Male,M,2000,294
Alabama,Lung and Bronchus,60-64 years ,Male,M,2001,291
Alabama,Lung and Bronchus,60-64 years ,Male,M,2002,324
Alabama,Lung and Bronchus,60-64 years ,Male,M,2003,298
Alabama,Lung and Bronchus,60-64 years ,Male,M,2004,355
Alabama,Lung and Bronchus,60-64 years ,Male,M,2005,320
Alabama,Lung and Bronchus,60-64 years ,Male,M,2006,350
Alabama,Lung and Bronchus,60-64 years ,Male,M,2007,333
Alabama,Lung and Bronchus,60-64 years ,Male,M,2008,392
Alabama,Lung and Bronchus,60-64 years ,Male,M,2009,370
Alabama,Lung and Bronchus,60-64 years ,Male,M,2010,383
Alabama,Lung and Bronchus,60-64 years ,Male,M,2011,366
Alabama,Lung and Bronchus,60-64 years ,Male,M,2012,352
Alabama,Lung and Bronchus,60-64 years ,Male,M,2013,325
Alabama,Lung and Bronchus,60-64 years ,Male,M,2014,349
Alabama,Lung and Bronchus,60-64 years ,Male,M,2015,337
Alaska,Liver,55-59 years,Male,M,2011,17
Alaska,Lung and Bronchus,50-54 years,Female,F,2014,16
Alaska,Lung and Bronchus,50-54 years,Male,M,2000,17
Alaska,Lung and Bronchus,50-54 years,Male,M,2001,17
Alaska,Lung and Bronchus,50-54 years,Male,M,2005,16
Alaska,Lung and Bronchus,50-54 years,Male,M,2006,17
Alaska,Lung and Bronchus,50-54 years,Male,M,2007,19
Alaska,Lung and Bronchus,50-54 years,Male,M,2015,17
Alaska,Lung and Bronchus,55-59 years,Female,F,2004,18
Alaska,Lung and Bronchus,55-59 years,Female,F,2006,19
Alaska,Lung and Bronchus,55-59 years,Female,F,2008,20
Alaska,Lung and Bronchus,55-59 years,Female,F,2010,21
Alaska,Lung and Bronchus,55-59 years,Female,F,2012,33
Alaska,Lung and Bronchus,55-59 years,Female,F,2014,19
Alaska,Lung and Bronchus,55-59 years,Female,F,2015,23
Alaska,Lung and Bronchus,55-59 years,Male,M,2000,21
Alaska,Lung and Bronchus,55-59 years,Male,M,2001,17
Alaska,Lung and Bronchus,55-59 years,Male,M,2002,20
Alaska,Lung and Bronchus,55-59 years,Male,M,2003,20
Alaska,Lung and Bronchus,55-59 years,Male,M,2005,21
Alaska,Lung and Bronchus,55-59 years,Male,M,2006,30
Alaska,Lung and Bronchus,55-59 years,Male,M,2007,28
Alaska,Lung and Bronchus,55-59 years,Male,M,2008,21
Alaska,Lung and Bronchus,55-59 years,Male,M,2009,30
Alaska,Lung and Bronchus,55-59 years,Male,M,2010,30
Alaska,Lung and Bronchus,55-59 years,Male,M,2011,27
Alaska,Lung and Bronchus,55-59 years,Male,M,2013,22
Alaska,Lung and Bronchus,55-59 years,Male,M,2014,23
Alaska,Lung and Bronchus,55-59 years,Male,M,2015,26
Alaska,Lung and Bronchus,60-64 years ,Female,F,2002,28
Alaska,Lung and Bronchus,60-64 years ,Female,F,2004,16
Alaska,Lung and Bronchus,60-64 years ,Female,F,2005,22
Alaska,Lung and Bronchus,60-64 years ,Female,F,2006,18
Alaska,Lung and Bronchus,60-64 years ,Female,F,2007,26
Alaska,Lung and Bronchus,60-64 years ,Female,F,2008,20
Alaska,Lung and Bronchus,60-64 years ,Female,F,2009,24
Alaska,Lung and Bronchus,60-64 years ,Female,F,2010,28
Alaska,Lung and Bronchus,60-64 years ,Female,F,2012,17
Alaska,Lung and Bronchus,60-64 years ,Female,F,2013,23
Alaska,Lung and Bronchus,60-64 years ,Female,F,2014,22
Alaska,Lung and Bronchus,60-64 years ,Female,F,2015,26
Alaska,Lung and Bronchus,60-64 years ,Male,M,2000,20
Alaska,Lung and Bronchus,60-64 years ,Male,M,2001,29
Alaska,Lung and Bronchus,60-64 years ,Male,M,2002,27
Alaska,Lung and Bronchus,60-64 years ,Male,M,2003,27
Alaska,Lung and Bronchus,60-64 years ,Male,M,2004,31
Alaska,Lung and Bronchus,60-64 years ,Male,M,2005,28
Alaska,Lung and Bronchus,60-64 years ,Male,M,2006,26
Alaska,Lung and Bronchus,60-64 years ,Male,M,2007,30
Alaska,Lung and Bronchus,60-64 years ,Male,M,2008,32
Alaska,Lung and Bronchus,60-64 years ,Male,M,2009,31
Alaska,Lung and Bronchus,60-64 years ,Male,M,2010,28
Alaska,Lung and Bronchus,60-64 years ,Male,M,2011,32
Alaska,Lung and Bronchus,60-64 years ,Male,M,2012,36
Alaska,Lung and Bronchus,60-64 years ,Male,M,2013,28
Alaska,Lung and Bronchus,60-64 years ,Male,M,2014,33
Alaska,Lung and Bronchus,60-64 years ,Male,M,2015,38
Arizona,Tongue,45-49 years,Male,M,2005,17
Arizona,Tongue,45-49 years,Male,M,2008,17
Arizona,Tongue,45-49 years,Male,M,2011,18
Arizona,Tongue,50-54 years,Male,M,2003,16
Arizona,Tongue,50-54 years,Male,M,2004,17
Arizona,Tongue,50-54 years,Male,M,2006,20
Arizona,Tongue,50-54 years,Male,M,2007,28
Arizona,Tongue,50-54 years,Male,M,2010,22
Arizona,Tongue,50-54 years,Male,M,2011,17
Arizona,Tongue,50-54 years,Male,M,2014,20
Arizona,Tongue,55-59 years,Female,F,2014,17
Arizona,Tongue,55-59 years,Male,M,2000,16
Arizona,Tongue,55-59 years,Male,M,2001,16
Arizona,Tongue,55-59 years,Male,M,2003,18
Arizona,Tongue,55-59 years,Male,M,2004,21
Arizona,Tongue,55-59 years,Male,M,2006,18
Arizona,Tongue,55-59 years,Male,M,2007,19
Arizona,Tongue,55-59 years,Male,M,2008,22
Arizona,Tongue,55-59 years,Male,M,2009,28
Arizona,Tongue,55-59 years,Male,M,2010,24
Arizona,Tongue,55-59 years,Male,M,2011,19
Arizona,Tongue,55-59 years,Male,M,2012,24
Arizona,Tongue,55-59 years,Male,M,2013,32
Arizona,Tongue,55-59 years,Male,M,2014,28
Arizona,Tongue,55-59 years,Male,M,2015,24
Arizona,Tongue,60-64 years ,Male,M,2000,23
Arizona,Tongue,60-64 years ,Male,M,2004,16
Arizona,Tongue,60-64 years ,Male,M,2005,17
Arizona,Tongue,60-64 years ,Male,M,2007,27
Arizona,Tongue,60-64 years ,Male,M,2008,18
Arizona,Tongue,60-64 years ,Male,M,2009,29
Arizona,Tongue,60-64 years ,Male,M,2010,20
Arizona,Tongue,60-64 years ,Male,M,2011,29
Arizona,Tongue,60-64 years ,Male,M,2012,24
Arizona,Tongue,60-64 years ,Male,M,2013,34
Arizona,Tongue,60-64 years ,Male,M,2014,50
Arizona,Tongue,60-64 years ,Male,M,2015,40
Arizona,Liver,45-49 years,Male,M,2000,16
Arizona,Liver,45-49 years,Male,M,2002,23
Arizona,Liver,45-49 years,Male,M,2003,18
Arizona,Liver,45-49 years,Male,M,2004,20
Arizona,Liver,45-49 years,Male,M,2005,22
Arizona,Liver,45-49 years,Male,M,2008,18
Arizona,Liver,45-49 years,Male,M,2010,18
Arizona,Liver,45-49 years,Male,M,2011,17
Arizona,Liver,45-49 years,Male,M,2013,18
Arizona,Liver,50-54 years,Male,M,2000,20
Arizona,Liver,50-54 years,Male,M,2001,21
Arizona,Liver,50-54 years,Male,M,2002,22
Arizona,Liver,50-54 years,Male,M,2003,34
Arizona,Liver,50-54 years,Male,M,2004,35
Arizona,Liver,50-54 years,Male,M,2005,47
Arizona,Liver,50-54 years,Male,M,2006,48
Arizona,Liver,50-54 years,Male,M,2007,50
Arizona,Liver,50-54 years,Male,M,2008,40
Arizona,Liver,50-54 years,Male,M,2009,63
Arizona,Liver,50-54 years,Male,M,2010,42
Arizona,Liver,50-54 years,Male,M,2011,48
Arizona,Liver,50-54 years,Male,M,2012,32
Arizona,Liver,50-54 years,Male,M,2013,39
Arizona,Liver,50-54 years,Male,M,2014,37
Arizona,Liver,50-54 years,Male,M,2015,38
Arizona,Liver,55-59 years,Female,F,2007,18
Arizona,Liver,55-59 years,Female,F,2010,19
Arizona,Liver,55-59 years,Female,F,2011,19
Arizona,Liver,55-59 years,Female,F,2012,26
Arizona,Liver,55-59 years,Female,F,2013,21
Arizona,Liver,55-59 years,Female,F,2014,22
Arizona,Liver,55-59 years,Male,M,2000,19
Arizona,Liver,55-59 years,Male,M,2002,26
Arizona,Liver,55-59 years,Male,M,2003,17
Arizona,Liver,55-59 years,Male,M,2004,43
Arizona,Liver,55-59 years,Male,M,2005,42
Arizona,Liver,55-59 years,Male,M,2006,35
Arizona,Liver,55-59 years,Male,M,2007,66
Arizona,Liver,55-59 years,Male,M,2008,77
Arizona,Liver,55-59 years,Male,M,2009,56
Arizona,Liver,55-59 years,Male,M,2010,77
Arizona,Liver,55-59 years,Male,M,2011,93
Arizona,Liver,55-59 years,Male,M,2012,95
Arizona,Liver,55-59 years,Male,M,2013,84
Arizona,Liver,55-59 years,Male,M,2014,90
Arizona,Liver,55-59 years,Male,M,2015,77
Arizona,Liver,60-64 years ,Female,F,2007,16
Arizona,Liver,60-64 years ,Female,F,2009,16
Arizona,Liver,60-64 years ,Female,F,2010,24
Arizona,Liver,60-64 years ,Female,F,2011,21
Arizona,Liver,60-64 years ,Female,F,2012,30
Arizona,Liver,60-64 years ,Female,F,2013,25
Arizona,Liver,60-64 years ,Female,F,2014,24
Arizona,Liver,60-64 years ,Female,F,2015,25
Arizona,Liver,60-64 years ,Male,M,2000,18
Arizona,Liver,60-64 years ,Male,M,2001,20
Arizona,Liver,60-64 years ,Male,M,2002,20
Arizona,Liver,60-64 years ,Male,M,2003,26
Arizona,Liver,60-64 years ,Male,M,2004,29
Arizona,Liver,60-64 years ,Male,M,2005,22
Arizona,Liver,60-64 years ,Male,M,2006,26
Arizona,Liver,60-64 years ,Male,M,2007,39
Arizona,Liver,60-64 years ,Male,M,2008,40
Arizona,Liver,60-64 years ,Male,M,2009,49
Arizona,Liver,60-64 years ,Male,M,2010,50
Arizona,Liver,60-64 years ,Male,M,2011,78
Arizona,Liver,60-64 years ,Male,M,2012,87
Arizona,Liver,60-64 years ,Male,M,2013,98
Arizona,Liver,60-64 years ,Male,M,2014,96
Arizona,Liver,60-64 years ,Male,M,2015,101
Arizona,Lung and Bronchus,40-44 years,Female,F,2001,20
Arizona,Lung and Bronchus,40-44 years,Female,F,2003,23
Arizona,Lung and Bronchus,40-44 years,Female,F,2004,23
Arizona,Lung and Bronchus,40-44 years,Female,F,2005,17
Arizona,Lung and Bronchus,40-44 years,Female,F,2006,18
Arizona,Lung and Bronchus,40-44 years,Female,F,2007,19
Arizona,Lung and Bronchus,40-44 years,Female,F,2009,16
Arizona,Lung and Bronchus,40-44 years,Female,F,2010,17
Arizona,Lung and Bronchus,40-44 years,Male,M,2000,18
Arizona,Lung and Bronchus,40-44 years,Male,M,2001,20
Arizona,Lung and Bronchus,40-44 years,Male,M,2002,23
Arizona,Lung and Bronchus,40-44 years,Male,M,2003,25
Arizona,Lung and Bronchus,40-44 years,Male,M,2005,18
Arizona,Lung and Bronchus,40-44 years,Male,M,2007,17
Arizona,Lung and Bronchus,40-44 years,Male,M,2008,20
Arizona,Lung and Bronchus,45-49 years,Female,F,2000,36
Arizona,Lung and Bronchus,45-49 years,Female,F,2001,29
Arizona,Lung and Bronchus,45-49 years,Female,F,2002,31
Arizona,Lung and Bronchus,45-49 years,Female,F,2003,30
Arizona,Lung and Bronchus,45-49 years,Female,F,2004,48
Arizona,Lung and Bronchus,45-49 years,Female,F,2005,36
Arizona,Lung and Bronchus,45-49 years,Female,F,2006,59
Arizona,Lung and Bronchus,45-49 years,Female,F,2007,45
Arizona,Lung and Bronchus,45-49 years,Female,F,2008,27
Arizona,Lung and Bronchus,45-49 years,Female,F,2009,44
Arizona,Lung and Bronchus,45-49 years,Female,F,2010,31
Arizona,Lung and Bronchus,45-49 years,Female,F,2011,40
Arizona,Lung and Bronchus,45-49 years,Female,F,2012,37
Arizona,Lung and Bronchus,45-49 years,Female,F,2013,21
Arizona,Lung and Bronchus,45-49 years,Female,F,2014,26
Arizona,Lung and Bronchus,45-49 years,Female,F,2015,29
Arizona,Lung and Bronchus,45-49 years,Male,M,2000,49
Arizona,Lung and Bronchus,45-49 years,Male,M,2001,43
Arizona,Lung and Bronchus,45-49 years,Male,M,2002,54
Arizona,Lung and Bronchus,45-49 years,Male,M,2003,48
Arizona,Lung and Bronchus,45-49 years,Male,M,2004,45
Arizona,Lung and Bronchus,45-49 years,Male,M,2005,49
Arizona,Lung and Bronchus,45-49 years,Male,M,2006,47
Arizona,Lung and Bronchus,45-49 years,Male,M,2007,42
Arizona,Lung and Bronchus,45-49 years,Male,M,2008,42
Arizona,Lung and Bronchus,45-49 years,Male,M,2009,30
Arizona,Lung and Bronchus,45-49 years,Male,M,2010,31
Arizona,Lung and Bronchus,45-49 years,Male,M,2011,26
Arizona,Lung and Bronchus,45-49 years,Male,M,2012,24
Arizona,Lung and Bronchus,45-49 years,Male,M,2013,32
Arizona,Lung and Bronchus,45-49 years,Male,M,2014,30
Arizona,Lung and Bronchus,45-49 years,Male,M,2015,22
Arizona,Lung and Bronchus,50-54 years,Female,F,2000,82
Arizona,Lung and Bronchus,50-54 years,Female,F,2001,69
Arizona,Lung and Bronchus,50-54 years,Female,F,2002,76
Arizona,Lung and Bronchus,50-54 years,Female,F,2003,79
Arizona,Lung and Bronchus,50-54 years,Female,F,2004,76
Arizona,Lung and Bronchus,50-54 years,Female,F,2005,71
Arizona,Lung and Bronchus,50-54 years,Female,F,2006,87
Arizona,Lung and Bronchus,50-54 years,Female,F,2007,89
Arizona,Lung and Bronchus,50-54 years,Female,F,2008,72
Arizona,Lung and Bronchus,50-54 years,Female,F,2009,85
Arizona,Lung and Bronchus,50-54 years,Female,F,2010,86
Arizona,Lung and Bronchus,50-54 years,Female,F,2011,79
Arizona,Lung and Bronchus,50-54 years,Female,F,2012,97
Arizona,Lung and Bronchus,50-54 years,Female,F,2013,60
Arizona,Lung and Bronchus,50-54 years,Female,F,2014,73
Arizona,Lung and Bronchus,50-54 years,Female,F,2015,81
Arizona,Lung and Bronchus,50-54 years,Male,M,2000,74
Arizona,Lung and Bronchus,50-54 years,Male,M,2001,97
Arizona,Lung and Bronchus,50-54 years,Male,M,2002,66
Arizona,Lung and Bronchus,50-54 years,Male,M,2003,85
Arizona,Lung and Bronchus,50-54 years,Male,M,2004,79
Arizona,Lung and Bronchus,50-54 years,Male,M,2005,91
Arizona,Lung and Bronchus,50-54 years,Male,M,2006,96
Arizona,Lung and Bronchus,50-54 years,Male,M,2007,101
Arizona,Lung and Bronchus,50-54 years,Male,M,2008,88
Arizona,Lung and Bronchus,50-54 years,Male,M,2009,92
Arizona,Lung and Bronchus,50-54 years,Male,M,2010,87
Arizona,Lung and Bronchus,50-54 years,Male,M,2011,85
Arizona,Lung and Bronchus,50-54 years,Male,M,2012,75
Arizona,Lung and Bronchus,50-54 years,Male,M,2013,74
Arizona,Lung and Bronchus,50-54 years,Male,M,2014,69
Arizona,Lung and Bronchus,50-54 years,Male,M,2015,59
