States,Cancer Sites,Age Groups,Sex,Sex Code,Year,Count
Tennessee,Tongue,60-64 years ,Male,M,2005,21
Tennessee,Tongue,60-64 years ,Male,M,2006,25
Tennessee,Tongue,60-64 years ,Male,M,2007,24
Tennessee,Tongue,60-64 years ,Male,M,2008,32
Tennessee,Tongue,60-64 years ,Male,M,2009,37
Tennessee,Tongue,60-64 years ,Male,M,2010,37
Tennessee,Tongue,60-64 years ,Male,M,2011,37
Tennessee,Tongue,60-64 years ,Male,M,2012,50
Tennessee,Tongue,60-64 years ,Male,M,2013,45
Tennessee,Tongue,60-64 years ,Male,M,2014,44
Tennessee,Tongue,60-64 years ,Male,M,2015,38
Tennessee,Liver,45-49 years,Male,M,2000,22
Tennessee,Liver,45-49 years,Male,M,2004,16
Tennessee,Liver,45-49 years,Male,M,2005,22
Tennessee,Liver,45-49 years,Male,M,2006,22
Tennessee,Liver,45-49 years,Male,M,2007,20
Tennessee,Liver,45-49 years,Male,M,2008,17
Tennessee,Liver,45-49 years,Male,M,2009,25
Tennessee,Liver,45-49 years,Male,M,2010,18
Tennessee,Liver,45-49 years,Male,M,2011,25
Tennessee,Liver,45-49 years,Male,M,2013,16
Tennessee,Liver,50-54 years,Male,M,2002,20
Tennessee,Liver,50-54 years,Male,M,2004,28
Tennessee,Liver,50-54 years,Male,M,2005,37
Tennessee,Liver,50-54 years,Male,M,2006,45
Tennessee,Liver,50-54 years,Male,M,2007,46
Tennessee,Liver,50-54 years,Male,M,2008,59
Tennessee,Liver,50-54 years,Male,M,2009,64
Tennessee,Liver,50-54 years,Male,M,2010,41
Tennessee,Liver,50-54 years,Male,M,2011,59
Tennessee,Liver,50-54 years,Male,M,2012,48
Tennessee,Liver,50-54 years,Male,M,2013,63
Tennessee,Liver,50-54 years,Male,M,2014,47
Tennessee,Liver,50-54 years,Male,M,2015,43
Tennessee,Liver,55-59 years,Female,F,2007,16
Tennessee,Liver,55-59 years,Female,F,2008,16
Tennessee,Liver,55-59 years,Female,F,2010,19
Tennessee,Liver,55-59 years,Female,F,2011,22
Tennessee,Liver,55-59 years,Female,F,2012,18
Tennessee,Liver,55-59 years,Female,F,2013,18
Tennessee,Liver,55-59 years,Female,F,2014,34
Tennessee,Liver,55-59 years,Female,F,2015,27
Tennessee,Liver,55-59 years,Male,M,2004,35
Tennessee,Liver,55-59 years,Male,M,2005,38
Tennessee,Liver,55-59 years,Male,M,2006,45
Tennessee,Liver,55-59 years,Male,M,2007,51
Tennessee,Liver,55-59 years,Male,M,2008,45
Tennessee,Liver,55-59 years,Male,M,2009,68
Tennessee,Liver,55-59 years,Male,M,2010,81
Tennessee,Liver,55-59 years,Male,M,2011,97
Tennessee,Liver,55-59 years,Male,M,2012,86
Tennessee,Liver,55-59 years,Male,M,2013,111
Tennessee,Liver,55-59 years,Male,M,2014,105
Tennessee,Liver,55-59 years,Male,M,2015,91
Tennessee,Liver,60-64 years ,Female,F,2009,17
Tennessee,Liver,60-64 years ,Female,F,2011,20
Tennessee,Liver,60-64 years ,Female,F,2012,21
Tennessee,Liver,60-64 years ,Female,F,2013,19
Tennessee,Liver,60-64 years ,Female,F,2014,16
Tennessee,Liver,60-64 years ,Female,F,2015,22
Tennessee,Liver,60-64 years ,Male,M,2003,16
Tennessee,Liver,60-64 years ,Male,M,2005,25
Tennessee,Liver,60-64 years ,Male,M,2006,20
Tennessee,Liver,60-64 years ,Male,M,2007,42
Tennessee,Liver,60-64 years ,Male,M,2008,35
Tennessee,Liver,60-64 years ,Male,M,2009,57
Tennessee,Liver,60-64 years ,Male,M,2010,56
Tennessee,Liver,60-64 years ,Male,M,2011,62
Tennessee,Liver,60-64 years ,Male,M,2012,69
Tennessee,Liver,60-64 years ,Male,M,2013,91
Tennessee,Liver,60-64 years ,Male,M,2014,120
Tennessee,Liver,60-64 years ,Male,M,2015,115
Tennessee,Lung and Bronchus,35-39 years,Female,F,2004,22
Tennessee,Lung and Bronchus,40-44 years,Female,F,2000,51
Tennessee,Lung and Bronchus,40-44 years,Female,F,2001,48
Tennessee,Lung and Bronchus,40-44 years,Female,F,2002,32
Tennessee,Lung and Bronchus,40-44 years,Female,F,2003,61
Tennessee,Lung and Bronchus,40-44 years,Female,F,2004,43
Tennessee,Lung and Bronchus,40-44 years,Female,F,2005,50
Tennessee,Lung and Bronchus,40-44 years,Female,F,2006,36
Tennessee,Lung and Bronchus,40-44 years,Female,F,2007,41
Tennessee,Lung and Bronchus,40-44 years,Female,F,2008,46
Tennessee,Lung and Bronchus,40-44 years,Female,F,2009,33
Tennessee,Lung and Bronchus,40-44 years,Female,F,2010,34
Tennessee,Lung and Bronchus,40-44 years,Female,F,2011,34
Tennessee,Lung and Bronchus,40-44 years,Female,F,2012,28
Tennessee,Lung and Bronchus,40-44 years,Female,F,2013,29
Tennessee,Lung and Bronchus,40-44 years,Female,F,2014,25
Tennessee,Lung and Bronchus,40-44 years,Female,F,2015,37
Tennessee,Lung and Bronchus,40-44 years,Male,M,2000,53
Tennessee,Lung and Bronchus,40-44 years,Male,M,2001,44
Tennessee,Lung and Bronchus,40-44 years,Male,M,2002,36
Tennessee,Lung and Bronchus,40-44 years,Male,M,2003,56
Tennessee,Lung and Bronchus,40-44 years,Male,M,2004,46
Tennessee,Lung and Bronchus,40-44 years,Male,M,2005,43
Tennessee,Lung and Bronchus,40-44 years,Male,M,2006,41
Tennessee,Lung and Bronchus,40-44 years,Male,M,2007,41
Tennessee,Lung and Bronchus,40-44 years,Male,M,2008,30
Tennessee,Lung and Bronchus,40-44 years,Male,M,2009,40
Tennessee,Lung and Bronchus,40-44 years,Male,M,2010,24
Tennessee,Lung and Bronchus,40-44 years,Male,M,2011,30
Tennessee,Lung and Bronchus,40-44 years,Male,M,2012,30
Tennessee,Lung and Bronchus,40-44 years,Male,M,2013,22
Tennessee,Lung and Bronchus,40-44 years,Male,M,2014,25
Tennessee,Lung and Bronchus,40-44 years,Male,M,2015,24
Tennessee,Lung and Bronchus,45-49 years,Female,F,2000,46
Tennessee,Lung and Bronchus,45-49 years,Female,F,2001,56
Tennessee,Lung and Bronchus,45-49 years,Female,F,2002,75
Tennessee,Lung and Bronchus,45-49 years,Female,F,2003,82
Tennessee,Lung and Bronchus,45-49 years,Female,F,2004,100
Tennessee,Lung and Bronchus,45-49 years,Female,F,2005,95
Tennessee,Lung and Bronchus,45-49 years,Female,F,2006,96
Tennessee,Lung and Bronchus,45-49 years,Female,F,2007,107
Tennessee,Lung and Bronchus,45-49 years,Female,F,2008,93
Tennessee,Lung and Bronchus,45-49 years,Female,F,2009,96
Tennessee,Lung and Bronchus,45-49 years,Female,F,2010,86
Tennessee,Lung and Bronchus,45-49 years,Female,F,2011,78
Tennessee,Lung and Bronchus,45-49 years,Female,F,2012,88
Tennessee,Lung and Bronchus,45-49 years,Female,F,2013,97
Tennessee,Lung and Bronchus,45-49 years,Female,F,2014,76
Tennessee,Lung and Bronchus,45-49 years,Female,F,2015,65
Tennessee,Lung and Bronchus,45-49 years,Male,M,2000,98
Tennessee,Lung and Bronchus,45-49 years,Male,M,2001,94
Tennessee,Lung and Bronchus,45-49 years,Male,M,2002,102
Tennessee,Lung and Bronchus,45-49 years,Male,M,2003,101
Tennessee,Lung and Bronchus,45-49 years,Male,M,2004,108
Tennessee,Lung and Bronchus,45-49 years,Male,M,2005,128
Tennessee,Lung and Bronchus,45-49 years,Male,M,2006,120
Tennessee,Lung and Bronchus,45-49 years,Male,M,2007,90
Tennessee,Lung and Bronchus,45-49 years,Male,M,2008,125
Tennessee,Lung and Bronchus,45-49 years,Male,M,2009,112
Tennessee,Lung and Bronchus,45-49 years,Male,M,2010,96
Tennessee,Lung and Bronchus,45-49 years,Male,M,2011,74
Tennessee,Lung and Bronchus,45-49 years,Male,M,2012,97
Tennessee,Lung and Bronchus,45-49 years,Male,M,2013,74
Tennessee,Lung and Bronchus,45-49 years,Male,M,2014,65
Tennessee,Lung and Bronchus,45-49 years,Male,M,2015,60
Tennessee,Lung and Bronchus,50-54 years,Female,F,2000,114
Tennessee,Lung and Bronchus,50-54 years,Female,F,2001,117
Tennessee,Lung and Bronchus,50-54 years,Female,F,2002,123
Tennessee,Lung and Bronchus,50-54 years,Female,F,2003,138
Tennessee,Lung and Bronchus,50-54 years,Female,F,2004,158
Tennessee,Lung and Bronchus,50-54 years,Female,F,2005,150
Tennessee,Lung and Bronchus,50-54 years,Female,F,2006,132
Tennessee,Lung and Bronchus,50-54 years,Female,F,2007,140
Tennessee,Lung and Bronchus,50-54 years,Female,F,2008,148
Tennessee,Lung and Bronchus,50-54 years,Female,F,2009,182
Tennessee,Lung and Bronchus,50-54 years,Female,F,2010,171
Tennessee,Lung and Bronchus,50-54 years,Female,F,2011,173
Tennessee,Lung and Bronchus,50-54 years,Female,F,2012,192
Tennessee,Lung and Bronchus,50-54 years,Female,F,2013,180
Tennessee,Lung and Bronchus,50-54 years,Female,F,2014,194
Tennessee,Lung and Bronchus,50-54 years,Female,F,2015,198
Tennessee,Lung and Bronchus,50-54 years,Male,M,2000,173
Tennessee,Lung and Bronchus,50-54 years,Male,M,2001,156
Tennessee,Lung and Bronchus,50-54 years,Male,M,2002,174
Tennessee,Lung and Bronchus,50-54 years,Male,M,2003,209
Tennessee,Lung and Bronchus,50-54 years,Male,M,2004,210
Tennessee,Lung and Bronchus,50-54 years,Male,M,2005,195
Tennessee,Lung and Bronchus,50-54 years,Male,M,2006,216
Tennessee,Lung and Bronchus,50-54 years,Male,M,2007,205
Tennessee,Lung and Bronchus,50-54 years,Male,M,2008,199
Tennessee,Lung and Bronchus,50-54 years,Male,M,2009,226
Tennessee,Lung and Bronchus,50-54 years,Male,M,2010,235
Tennessee,Lung and Bronchus,50-54 years,Male,M,2011,205
Tennessee,Lung and Bronchus,50-54 years,Male,M,2012,235
Tennessee,Lung and Bronchus,50-54 years,Male,M,2013,199
Tennessee,Lung and Bronchus,50-54 years,Male,M,2014,210
Tennessee,Lung and Bronchus,50-54 years,Male,M,2015,194
Tennessee,Lung and Bronchus,55-59 years,Female,F,2000,189
Tennessee,Lung and Bronchus,55-59 years,Female,F,2001,178
Tennessee,Lung and Bronchus,55-59 years,Female,F,2002,202
Tennessee,Lung and Bronchus,55-59 years,Female,F,2003,201
Tennessee,Lung and Bronchus,55-59 years,Female,F,2004,219
Tennessee,Lung and Bronchus,55-59 years,Female,F,2005,244
Tennessee,Lung and Bronchus,55-59 years,Female,F,2006,232
Tennessee,Lung and Bronchus,55-59 years,Female,F,2007,217
Tennessee,Lung and Bronchus,55-59 years,Female,F,2008,242
Tennessee,Lung and Bronchus,55-59 years,Female,F,2009,253
Tennessee,Lung and Bronchus,55-59 years,Female,F,2010,211
Tennessee,Lung and Bronchus,55-59 years,Female,F,2011,218
Tennessee,Lung and Bronchus,55-59 years,Female,F,2012,262
Tennessee,Lung and Bronchus,55-59 years,Female,F,2013,253
Tennessee,Lung and Bronchus,55-59 years,Female,F,2014,310
Tennessee,Lung and Bronchus,55-59 years,Female,F,2015,304
Tennessee,Lung and Bronchus,55-59 years,Male,M,2000,257
Tennessee,Lung and Bronchus,55-59 years,Male,M,2001,279
Tennessee,Lung and Bronchus,55-59 years,Male,M,2002,279
Tennessee,Lung and Bronchus,55-59 years,Male,M,2003,315
Tennessee,Lung and Bronchus,55-59 years,Male,M,2004,356
Tennessee,Lung and Bronchus,55-59 years,Male,M,2005,332
Tennessee,Lung and Bronchus,55-59 years,Male,M,2006,338
Tennessee,Lung and Bronchus,55-59 years,Male,M,2007,339
Tennessee,Lung and Bronchus,55-59 years,Male,M,2008,340
Tennessee,Lung and Bronchus,55-59 years,Male,M,2009,343
Tennessee,Lung and Bronchus,55-59 years,Male,M,2010,316
Tennessee,Lung and Bronchus,55-59 years,Male,M,2011,359
Tennessee,Lung and Bronchus,55-59 years,Male,M,2012,363
Tennessee,Lung and Bronchus,55-59 years,Male,M,2013,380
Tennessee,Lung and Bronchus,55-59 years,Male,M,2014,365
Tennessee,Lung and Bronchus,55-59 years,Male,M,2015,347
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2000,212
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2001,210
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2002,303
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2003,292
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2004,304
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2005,309
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2006,334
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2007,315
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2008,370
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2009,337
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2010,345
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2011,348
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2012,355
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2013,329
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2014,324
Tennessee,Lung and Bronchus,60-64 years ,Female,F,2015,375
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2000,330
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2001,394
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2002,400
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2003,427
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2004,421
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2005,465
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2006,460
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2007,465
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2008,441
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2009,476
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2010,454
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2011,494
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2012,432
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2013,439
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2014,437
Tennessee,Lung and Bronchus,60-64 years ,Male,M,2015,496
Texas,Lip,45-49 years,Male,M,2000,16
Texas,Lip,50-54 years,Male,M,2007,16
Texas,Lip,55-59 years,Male,M,2000,17
Texas,Lip,55-59 years,Male,M,2001,16
Texas,Lip,55-59 years,Male,M,2002,17
Texas,Lip,60-64 years ,Male,M,2000,18
Texas,Lip,60-64 years ,Male,M,2001,27
Texas,Lip,60-64 years ,Male,M,2002,19
Texas,Lip,60-64 years ,Male,M,2003,17
Texas,Lip,60-64 years ,Male,M,2005,18
Texas,Lip,60-64 years ,Male,M,2011,18
Texas,Tongue,40-44 years,Female,F,2014,19
Texas,Tongue,40-44 years,Male,M,2002,18
Texas,Tongue,40-44 years,Male,M,2003,28
Texas,Tongue,40-44 years,Male,M,2004,20
Texas,Tongue,40-44 years,Male,M,2005,19
Texas,Tongue,40-44 years,Male,M,2006,20
Texas,Tongue,40-44 years,Male,M,2008,18
Texas,Tongue,40-44 years,Male,M,2009,16
Texas,Tongue,40-44 years,Male,M,2010,20
Texas,Tongue,40-44 years,Male,M,2011,26
Texas,Tongue,40-44 years,Male,M,2012,21
Texas,Tongue,40-44 years,Male,M,2013,20
Texas,Tongue,40-44 years,Male,M,2015,19
Texas,Tongue,45-49 years,Female,F,2004,17
Texas,Tongue,45-49 years,Female,F,2006,22
Texas,Tongue,45-49 years,Female,F,2007,18
Texas,Tongue,45-49 years,Female,F,2009,29
Texas,Tongue,45-49 years,Female,F,2011,25
Texas,Tongue,45-49 years,Female,F,2015,27
Texas,Tongue,45-49 years,Male,M,2000,35
Texas,Tongue,45-49 years,Male,M,2001,30
Texas,Tongue,45-49 years,Male,M,2002,36
Texas,Tongue,45-49 years,Male,M,2003,37
Texas,Tongue,45-49 years,Male,M,2004,51
Texas,Tongue,45-49 years,Male,M,2005,36
Texas,Tongue,45-49 years,Male,M,2006,42
Texas,Tongue,45-49 years,Male,M,2007,39
Texas,Tongue,45-49 years,Male,M,2008,48
Texas,Tongue,45-49 years,Male,M,2009,43
Texas,Tongue,45-49 years,Male,M,2010,31
Texas,Tongue,45-49 years,Male,M,2011,39
Texas,Tongue,45-49 years,Male,M,2012,32
Texas,Tongue,45-49 years,Male,M,2013,40
Texas,Tongue,45-49 years,Male,M,2014,43
Texas,Tongue,45-49 years,Male,M,2015,37
Texas,Tongue,50-54 years,Female,F,2000,22
Texas,Tongue,50-54 years,Female,F,2003,18
Texas,Tongue,50-54 years,Female,F,2004,17
Texas,Tongue,50-54 years,Female,F,2005,20
Texas,Tongue,50-54 years,Female,F,2006,31
Texas,Tongue,50-54 years,Female,F,2007,31
Texas,Tongue,50-54 years,Female,F,2008,30
Texas,Tongue,50-54 years,Female,F,2009,25
Texas,Tongue,50-54 years,Female,F,2010,21
Texas,Tongue,50-54 years,Female,F,2011,25
Texas,Tongue,50-54 years,Female,F,2012,39
Texas,Tongue,50-54 years,Female,F,2013,30
Texas,Tongue,50-54 years,Female,F,2014,39
Texas,Tongue,50-54 years,Female,F,2015,23
Texas,Tongue,50-54 years,Male,M,2000,60
Texas,Tongue,50-54 years,Male,M,2001,53
Texas,Tongue,50-54 years,Male,M,2002,49
Texas,Tongue,50-54 years,Male,M,2003,58
Texas,Tongue,50-54 years,Male,M,2004,44
Texas,Tongue,50-54 years,Male,M,2005,59
Texas,Tongue,50-54 years,Male,M,2006,82
Texas,Tongue,50-54 years,Male,M,2007,77
Texas,Tongue,50-54 years,Male,M,2008,77
Texas,Tongue,50-54 years,Male,M,2009,88
Texas,Tongue,50-54 years,Male,M,2010,81
Texas,Tongue,50-54 years,Male,M,2011,85
Texas,Tongue,50-54 years,Male,M,2012,83
Texas,Tongue,50-54 years,Male,M,2013,90
Texas,Tongue,50-54 years,Male,M,2014,83
Texas,Tongue,50-54 years,Male,M,2015,85
Texas,Tongue,55-59 years,Female,F,2001,17
Texas,Tongue,55-59 years,Female,F,2002,16
Texas,Tongue,55-59 years,Female,F,2003,18
Texas,Tongue,55-59 years,Female,F,2005,20
Texas,Tongue,55-59 years,Female,F,2006,18
Texas,Tongue,55-59 years,Female,F,2007,20
Texas,Tongue,55-59 years,Female,F,2008,24
Texas,Tongue,55-59 years,Female,F,2009,30
Texas,Tongue,55-59 years,Female,F,2010,35
Texas,Tongue,55-59 years,Female,F,2011,33
Texas,Tongue,55-59 years,Female,F,2012,38
Texas,Tongue,55-59 years,Female,F,2013,27
Texas,Tongue,55-59 years,Female,F,2014,35
Texas,Tongue,55-59 years,Female,F,2015,42
Texas,Tongue,55-59 years,Male,M,2000,44
Texas,Tongue,55-59 years,Male,M,2001,53
Texas,Tongue,55-59 years,Male,M,2002,59
Texas,Tongue,55-59 years,Male,M,2003,59
Texas,Tongue,55-59 years,Male,M,2004,69
Texas,Tongue,55-59 years,Male,M,2005,81
Texas,Tongue,55-59 years,Male,M,2006,63
Texas,Tongue,55-59 years,Male,M,2007,93
Texas,Tongue,55-59 years,Male,M,2008,124
Texas,Tongue,55-59 years,Male,M,2009,81
Texas,Tongue,55-59 years,Male,M,2010,97
Texas,Tongue,55-59 years,Male,M,2011,114
Texas,Tongue,55-59 years,Male,M,2012,114
Texas,Tongue,55-59 years,Male,M,2013,125
Texas,Tongue,55-59 years,Male,M,2014,130
Texas,Tongue,55-59 years,Male,M,2015,114
Texas,Tongue,60-64 years ,Female,F,2001,31
Texas,Tongue,60-64 years ,Female,F,2003,16
Texas,Tongue,60-64 years ,Female,F,2004,16
Texas,Tongue,60-64 years ,Female,F,2005,21
Texas,Tongue,60-64 years ,Female,F,2006,19
Texas,Tongue,60-64 years ,Female,F,2007,19
Texas,Tongue,60-64 years ,Female,F,2008,25
Texas,Tongue,60-64 years ,Female,F,2009,25
Texas,Tongue,60-64 years ,Female,F,2010,30
Texas,Tongue,60-64 years ,Female,F,2011,35
Texas,Tongue,60-64 years ,Female,F,2012,23
Texas,Tongue,60-64 years ,Female,F,2013,29
Texas,Tongue,60-64 years ,Female,F,2014,36
Texas,Tongue,60-64 years ,Female,F,2015,37
Texas,Tongue,60-64 years ,Male,M,2000,42
Texas,Tongue,60-64 years ,Male,M,2001,47
Texas,Tongue,60-64 years ,Male,M,2002,58
Texas,Tongue,60-64 years ,Male,M,2003,50
Texas,Tongue,60-64 years ,Male,M,2004,65
Texas,Tongue,60-64 years ,Male,M,2005,69
Texas,Tongue,60-64 years ,Male,M,2006,63
Texas,Tongue,60-64 years ,Male,M,2007,78
Texas,Tongue,60-64 years ,Male,M,2008,92
Texas,Tongue,60-64 years ,Male,M,2009,99
Texas,Tongue,60-64 years ,Male,M,2010,92
Texas,Tongue,60-64 years ,Male,M,2011,129
Texas,Tongue,60-64 years ,Male,M,2012,126
Texas,Tongue,60-64 years ,Male,M,2013,104
Texas,Tongue,60-64 years ,Male,M,2014,146
Texas,Tongue,60-64 years ,Male,M,2015,128
Texas,Liver,35-39 years,Male,M,2009,17
Texas,Liver,40-44 years,Female,F,2013,20
Texas,Liver,40-44 years,Male,M,2000,28
Texas,Liver,40-44 years,Male,M,2001,37
Texas,Liver,40-44 years,Male,M,2002,32
Texas,Liver,40-44 years,Male,M,2003,38
Texas,Liver,40-44 years,Male,M,2004,46
Texas,Liver,40-44 years,Male,M,2005,30
Texas,Liver,40-44 years,Male,M,2006,42
Texas,Liver,40-44 years,Male,M,2007,27
Texas,Liver,40-44 years,Male,M,2008,33
Texas,Liver,40-44 years,Male,M,2009,40
Texas,Liver,40-44 years,Male,M,2010,23
Texas,Liver,40-44 years,Male,M,2011,32
Texas,Liver,40-44 years,Male,M,2012,20
Texas,Liver,40-44 years,Male,M,2013,41
Texas,Liver,40-44 years,Male,M,2014,28
Texas,Liver,40-44 years,Male,M,2015,20
Texas,Liver,45-49 years,Female,F,2000,17
Texas,Liver,45-49 years,Female,F,2002,24
Texas,Liver,45-49 years,Female,F,2003,20
Texas,Liver,45-49 years,Female,F,2004,20
Texas,Liver,45-49 years,Female,F,2005,24
Texas,Liver,45-49 years,Female,F,2006,32
Texas,Liver,45-49 years,Female,F,2007,29
Texas,Liver,45-49 years,Female,F,2008,19
Texas,Liver,45-49 years,Female,F,2009,32
Texas,Liver,45-49 years,Female,F,2010,26
Texas,Liver,45-49 years,Female,F,2011,22
Texas,Liver,45-49 years,Female,F,2012,29
Texas,Liver,45-49 years,Female,F,2013,26
Texas,Liver,45-49 years,Female,F,2014,25
Texas,Liver,45-49 years,Female,F,2015,17
Texas,Liver,45-49 years,Male,M,2000,71
Texas,Liver,45-49 years,Male,M,2001,96
Texas,Liver,45-49 years,Male,M,2002,113
Texas,Liver,45-49 years,Male,M,2003,94
Texas,Liver,45-49 years,Male,M,2004,117
Texas,Liver,45-49 years,Male,M,2005,99
Texas,Liver,45-49 years,Male,M,2006,114
Texas,Liver,45-49 years,Male,M,2007,98
Texas,Liver,45-49 years,Male,M,2008,107
Texas,Liver,45-49 years,Male,M,2009,128
Texas,Liver,45-49 years,Male,M,2010,93
Texas,Liver,45-49 years,Male,M,2011,111
Texas,Liver,45-49 years,Male,M,2012,112
Texas,Liver,45-49 years,Male,M,2013,82
Texas,Liver,45-49 years,Male,M,2014,101
Texas,Liver,45-49 years,Male,M,2015,94
Texas,Liver,50-54 years,Female,F,2001,18
Texas,Liver,50-54 years,Female,F,2002,27
Texas,Liver,50-54 years,Female,F,2003,25
Texas,Liver,50-54 years,Female,F,2004,33
Texas,Liver,50-54 years,Female,F,2005,35
Texas,Liver,50-54 years,Female,F,2006,37
Texas,Liver,50-54 years,Female,F,2007,48
Texas,Liver,50-54 years,Female,F,2008,53
Texas,Liver,50-54 years,Female,F,2009,46
Texas,Liver,50-54 years,Female,F,2010,62
Texas,Liver,50-54 years,Female,F,2011,67
Texas,Liver,50-54 years,Female,F,2012,64
Texas,Liver,50-54 years,Female,F,2013,53
Texas,Liver,50-54 years,Female,F,2014,60
Texas,Liver,50-54 years,Female,F,2015,61
Texas,Liver,50-54 years,Male,M,2000,84
Texas,Liver,50-54 years,Male,M,2001,119
Texas,Liver,50-54 years,Male,M,2002,147
Texas,Liver,50-54 years,Male,M,2003,162
Texas,Liver,50-54 years,Male,M,2004,171
Texas,Liver,50-54 years,Male,M,2005,206
Texas,Liver,50-54 years,Male,M,2006,247
Texas,Liver,50-54 years,Male,M,2007,248
Texas,Liver,50-54 years,Male,M,2008,228
Texas,Liver,50-54 years,Male,M,2009,282
Texas,Liver,50-54 years,Male,M,2010,277
Texas,Liver,50-54 years,Male,M,2011,284
Texas,Liver,50-54 years,Male,M,2012,278
Texas,Liver,50-54 years,Male,M,2013,268
Texas,Liver,50-54 years,Male,M,2014,262
Texas,Liver,50-54 years,Male,M,2015,241
Texas,Liver,55-59 years,Female,F,2000,26
Texas,Liver,55-59 years,Female,F,2001,33
Texas,Liver,55-59 years,Female,F,2002,33
Texas,Liver,55-59 years,Female,F,2003,35
Texas,Liver,55-59 years,Female,F,2004,34
Texas,Liver,55-59 years,Female,F,2005,45
Texas,Liver,55-59 years,Female,F,2006,50
Texas,Liver,55-59 years,Female,F,2007,51
Texas,Liver,55-59 years,Female,F,2008,58
Texas,Liver,55-59 years,Female,F,2009,66
Texas,Liver,55-59 years,Female,F,2010,79
Texas,Liver,55-59 years,Female,F,2011,87
Texas,Liver,55-59 years,Female,F,2012,104
Texas,Liver,55-59 years,Female,F,2013,110
Texas,Liver,55-59 years,Female,F,2014,115
Texas,Liver,55-59 years,Female,F,2015,109
Texas,Liver,55-59 years,Male,M,2000,91
Texas,Liver,55-59 years,Male,M,2001,96
Texas,Liver,55-59 years,Male,M,2002,112
Texas,Liver,55-59 years,Male,M,2003,122
Texas,Liver,55-59 years,Male,M,2004,135
Texas,Liver,55-59 years,Male,M,2005,185
Texas,Liver,55-59 years,Male,M,2006,195
Texas,Liver,55-59 years,Male,M,2007,270
Texas,Liver,55-59 years,Male,M,2008,314
Texas,Liver,55-59 years,Male,M,2009,382
Texas,Liver,55-59 years,Male,M,2010,387
Texas,Liver,55-59 years,Male,M,2011,427
Texas,Liver,55-59 years,Male,M,2012,472
Texas,Liver,55-59 years,Male,M,2013,459
Texas,Liver,55-59 years,Male,M,2014,502
Texas,Liver,55-59 years,Male,M,2015,449
Texas,Liver,60-64 years ,Female,F,2000,28
Texas,Liver,60-64 years ,Female,F,2001,25
Texas,Liver,60-64 years ,Female,F,2002,42
Texas,Liver,60-64 years ,Female,F,2003,51
Texas,Liver,60-64 years ,Female,F,2004,50
Texas,Liver,60-64 years ,Female,F,2005,28
Texas,Liver,60-64 years ,Female,F,2006,45
Texas,Liver,60-64 years ,Female,F,2007,57
Texas,Liver,60-64 years ,Female,F,2008,66
Texas,Liver,60-64 years ,Female,F,2009,55
Texas,Liver,60-64 years ,Female,F,2010,85
Texas,Liver,60-64 years ,Female,F,2011,75
Texas,Liver,60-64 years ,Female,F,2012,85
Texas,Liver,60-64 years ,Female,F,2013,112
Texas,Liver,60-64 years ,Female,F,2014,115
Texas,Liver,60-64 years ,Female,F,2015,120
Texas,Liver,60-64 years ,Male,M,2000,79
Texas,Liver,60-64 years ,Male,M,2001,97
Texas,Liver,60-64 years ,Male,M,2002,102
Texas,Liver,60-64 years ,Male,M,2003,91
Texas,Liver,60-64 years ,Male,M,2004,117
Texas,Liver,60-64 years ,Male,M,2005,133
Texas,Liver,60-64 years ,Male,M,2006,125
Texas,Liver,60-64 years ,Male,M,2007,169
Texas,Liver,60-64 years ,Male,M,2008,187
Texas,Liver,60-64 years ,Male,M,2009,242
Texas,Liver,60-64 years ,Male,M,2010,313
Texas,Liver,60-64 years ,Male,M,2011,346
Texas,Liver,60-64 years ,Male,M,2012,382
Texas,Liver,60-64 years ,Male,M,2013,461
